gene_A,gene_B,homology_type,identity_pct
PAK1,PAK3,gene_family,
PAK1,PAK4,gene_family,
PAK1,PAK5,gene_family,
PAK1,PAK6,gene_family,
PAK2,PAK3,gene_family,
PAK2,PAK4,gene_family,
PAK2,PAK5,gene_family,
PAK2,PAK6,gene_family,
PAK3,PAK4,gene_family,
PAK3,PAK5,gene_family,
PAK3,PAK6,gene_family,
PAK4,PAK5,gene_family,
PAK4,PAK6,gene_family,
PAK5,PAK6,gene_family,
VCY,VCY1B,gene_family,
SLK,STK10,gene_family,
MOSPD2,RLBP1,gene_family,
MOSPD2,SESTD1,gene_family,
MOSPD2,TTPA,gene_family,
MOSPD2,TTPAL,gene_family,
MOSPD2,CLVS1,gene_family,
MOSPD2,CLVS2,gene_family,
RLBP1,SESTD1,gene_family,
RLBP1,TTPA,gene_family,
RLBP1,TTPAL,gene_family,
RLBP1,CLVS1,gene_family,
RLBP1,CLVS2,gene_family,
SESTD1,TTPA,gene_family,
SESTD1,TTPAL,gene_family,
SESTD1,CLVS1,gene_family,
SESTD1,CLVS2,gene_family,
TTPA,TTPAL,gene_family,
TTPA,CLVS1,gene_family,
TTPA,CLVS2,gene_family,
TTPAL,CLVS1,gene_family,
TTPAL,CLVS2,gene_family,
CLVS1,CLVS2,gene_family,
CRAT,CROT,gene_family,
TLK1,TLK2,gene_family,
PDIK1L,STK35,gene_family,
BOD1,BOD1L1,gene_family,
BOD1,BOD1L2,gene_family,
BOD1L1,BOD1L2,gene_family,
TWF1,TWF2,gene_family,
CFL1,CFL2,gene_family,
CFL1,DSTN,gene_family,
CFL2,DSTN,gene_family,
GMFB,GMFG,gene_family,
DOP1A,DOP1B,gene_family,
TSC22D1,TSC22D2,gene_family,
TSC22D1,TSC22D3,gene_family,
TSC22D1,TSC22D4,gene_family,
TSC22D2,TSC22D3,gene_family,
TSC22D2,TSC22D4,gene_family,
TSC22D3,TSC22D4,gene_family,
ABI1,ABI3,gene_family,
PRM1,PRM2,gene_family,
PRM1,PRM3,gene_family,
PRM2,PRM3,gene_family,
NOMO1,NOMO2,gene_family,
NOMO1,NOMO3,gene_family,
NOMO1,TMEM147,gene_family,
NOMO2,NOMO3,gene_family,
NOMO2,TMEM147,gene_family,
NOMO3,TMEM147,gene_family,
CCDC47,WDR83OS,gene_family,
RAB5IF,TMCO1,gene_family,
SEC61A1,SEC61A2,gene_family,
SEC61A1,SEC61B,gene_family,
SEC61A1,SEC61G,gene_family,
SEC61A1,SERP1,gene_family,
SEC61A2,SEC61B,gene_family,
SEC61A2,SEC61G,gene_family,
SEC61A2,SERP1,gene_family,
SEC61B,SEC61G,gene_family,
SEC61B,SERP1,gene_family,
SEC61G,SERP1,gene_family,
SSR2,SSR3,gene_family,
SSR2,SSR4,gene_family,
SSR3,SSR4,gene_family,
NDFIP1,NDFIP2,gene_family,
NEDD4,SMURF1,gene_family,
CNN1,CNN2,gene_family,
CNN1,CNN3,gene_family,
CNN2,CNN3,gene_family,
TAGLN,TAGLN2,gene_family,
TAGLN,TAGLN3,gene_family,
TAGLN2,TAGLN3,gene_family,
LANCL1,LANCL2,gene_family,
LANCL1,LANCL3,gene_family,
LANCL2,LANCL3,gene_family,
TNP1,TNP2,gene_family,
SUCLG1,SUCLG2,gene_family,
ITPK1,CARNS1,gene_family,
RIMKLA,RIMKLB,gene_family,
PTGES,PTGES3,gene_family,
SCRN1,SCRN2,gene_family,
SCRN1,SCRN3,gene_family,
SCRN2,SCRN3,gene_family,
MAP4K4,NRK,gene_family,
MAP4K1,MAP4K2,gene_family,
MAP4K1,MAP4K3,gene_family,
MAP4K1,MAP4K5,gene_family,
MAP4K2,MAP4K3,gene_family,
MAP4K2,MAP4K5,gene_family,
MAP4K3,MAP4K5,gene_family,
VRK1,VRK2,gene_family,
VRK1,VRK3,gene_family,
VRK2,VRK3,gene_family,
CSNK2A1,CSNK2A2,gene_family,
CSNK2A1,CSNK2A3,gene_family,
CSNK2A2,CSNK2A3,gene_family,
NRSN1,NRSN2,gene_family,
TMSB4X,TMSB10,gene_family,
TMSB4X,TMSB15A,gene_family,
TMSB4X,TMSB15B,gene_family,
TMSB4X,TMSB15C,gene_family,
TMSB10,TMSB15A,gene_family,
TMSB10,TMSB15B,gene_family,
TMSB10,TMSB15C,gene_family,
TMSB15A,TMSB15B,gene_family,
TMSB15A,TMSB15C,gene_family,
TMSB15B,TMSB15C,gene_family,
SLAIN1,SLAIN2,gene_family,
CDKL1,CDKL2,gene_family,
CDKL1,CDKL3,gene_family,
CDKL1,CDKL4,gene_family,
CDKL2,CDKL3,gene_family,
CDKL2,CDKL4,gene_family,
CDKL3,CDKL4,gene_family,
AKIRIN1,AKIRIN2,gene_family,
FEZ1,FEZ2,gene_family,
FXYD1,FXYD2,gene_family,
FXYD1,FXYD4,gene_family,
FXYD1,FXYD5,gene_family,
FXYD1,FXYD6,gene_family,
FXYD1,FXYD7,gene_family,
FXYD2,FXYD4,gene_family,
FXYD2,FXYD5,gene_family,
FXYD2,FXYD6,gene_family,
FXYD2,FXYD7,gene_family,
FXYD4,FXYD5,gene_family,
FXYD4,FXYD6,gene_family,
FXYD4,FXYD7,gene_family,
FXYD5,FXYD6,gene_family,
FXYD5,FXYD7,gene_family,
FXYD6,FXYD7,gene_family,
ATXN1,ATXN1L,gene_family,
ATXN2,ATXN2L,gene_family,
ATXN7L1,ATXN7L2,gene_family,
ATXN7L1,ATXN7L3B,gene_family,
ATXN7L2,ATXN7L3B,gene_family,
FGFBP1,FGFBP2,gene_family,
FGFBP1,FGFBP3,gene_family,
FGFBP2,FGFBP3,gene_family,
RCAN1,RCAN2,gene_family,
RCAN1,RCAN3,gene_family,
RCAN2,RCAN3,gene_family,
BAHD1,C1QBP,gene_family,
SERTAD1,SERTAD2,gene_family,
SERTAD1,SERTAD3,gene_family,
SERTAD1,SERTAD4,gene_family,
SERTAD1,CDCA4,gene_family,
SERTAD2,SERTAD3,gene_family,
SERTAD2,SERTAD4,gene_family,
SERTAD2,CDCA4,gene_family,
SERTAD3,SERTAD4,gene_family,
SERTAD3,CDCA4,gene_family,
SERTAD4,CDCA4,gene_family,
SGCA,SGCB,gene_family,
SGCA,SGCD,gene_family,
SGCA,SGCE,gene_family,
SGCA,SGCG,gene_family,
SGCB,SGCD,gene_family,
SGCB,SGCE,gene_family,
SGCB,SGCG,gene_family,
SGCD,SGCE,gene_family,
SGCD,SGCG,gene_family,
SGCE,SGCG,gene_family,
ACOD1,FAHD1,gene_family,
ACOD1,GAD1,gene_family,
ACOD1,GAD2,gene_family,
ACOD1,GADL1,gene_family,
ACOD1,HDC,gene_family,
ACOD1,AMD1,gene_family,
ACOD1,MLYCD,gene_family,
ACOD1,MVD,gene_family,
ACOD1,PCK1,gene_family,
ACOD1,PCK2,gene_family,
ACOD1,BKGD,gene_family,
ACOD1,URAD,gene_family,
ACOD1,UROD,gene_family,
ACOD1,COQ4,gene_family,
ACOD1,CSAD,gene_family,
ACOD1,DDC,gene_family,
ACOD1,ECHDC1,gene_family,
FAHD1,GAD1,gene_family,
FAHD1,GAD2,gene_family,
FAHD1,GADL1,gene_family,
FAHD1,HDC,gene_family,
FAHD1,AMD1,gene_family,
FAHD1,MLYCD,gene_family,
FAHD1,MVD,gene_family,
FAHD1,PCK1,gene_family,
FAHD1,PCK2,gene_family,
FAHD1,BKGD,gene_family,
FAHD1,URAD,gene_family,
FAHD1,UROD,gene_family,
FAHD1,COQ4,gene_family,
FAHD1,CSAD,gene_family,
FAHD1,DDC,gene_family,
FAHD1,ECHDC1,gene_family,
GAD1,GAD2,gene_family,
GAD1,GADL1,gene_family,
GAD1,HDC,gene_family,
GAD1,AMD1,gene_family,
GAD1,MLYCD,gene_family,
GAD1,MVD,gene_family,
GAD1,PCK1,gene_family,
GAD1,PCK2,gene_family,
GAD1,BKGD,gene_family,
GAD1,URAD,gene_family,
GAD1,UROD,gene_family,
GAD1,COQ4,gene_family,
GAD1,CSAD,gene_family,
GAD1,DDC,gene_family,
GAD1,ECHDC1,gene_family,
GAD2,GADL1,gene_family,
GAD2,HDC,gene_family,
GAD2,AMD1,gene_family,
GAD2,MLYCD,gene_family,
GAD2,MVD,gene_family,
GAD2,PCK1,gene_family,
GAD2,PCK2,gene_family,
GAD2,BKGD,gene_family,
GAD2,URAD,gene_family,
GAD2,UROD,gene_family,
GAD2,COQ4,gene_family,
GAD2,CSAD,gene_family,
GAD2,DDC,gene_family,
GAD2,ECHDC1,gene_family,
GADL1,HDC,gene_family,
GADL1,AMD1,gene_family,
GADL1,MLYCD,gene_family,
GADL1,MVD,gene_family,
GADL1,PCK1,gene_family,
GADL1,PCK2,gene_family,
GADL1,BKGD,gene_family,
GADL1,URAD,gene_family,
GADL1,UROD,gene_family,
GADL1,COQ4,gene_family,
GADL1,CSAD,gene_family,
GADL1,DDC,gene_family,
GADL1,ECHDC1,gene_family,
HDC,AMD1,gene_family,
HDC,MLYCD,gene_family,
HDC,MVD,gene_family,
HDC,PCK1,gene_family,
HDC,PCK2,gene_family,
HDC,BKGD,gene_family,
HDC,URAD,gene_family,
HDC,UROD,gene_family,
HDC,COQ4,gene_family,
HDC,CSAD,gene_family,
HDC,DDC,gene_family,
HDC,ECHDC1,gene_family,
AMD1,MLYCD,gene_family,
AMD1,MVD,gene_family,
AMD1,PCK1,gene_family,
AMD1,PCK2,gene_family,
AMD1,BKGD,gene_family,
AMD1,URAD,gene_family,
AMD1,UROD,gene_family,
AMD1,COQ4,gene_family,
AMD1,CSAD,gene_family,
AMD1,DDC,gene_family,
AMD1,ECHDC1,gene_family,
MLYCD,MVD,gene_family,
MLYCD,PCK1,gene_family,
MLYCD,PCK2,gene_family,
MLYCD,BKGD,gene_family,
MLYCD,URAD,gene_family,
MLYCD,UROD,gene_family,
MLYCD,COQ4,gene_family,
MLYCD,CSAD,gene_family,
MLYCD,DDC,gene_family,
MLYCD,ECHDC1,gene_family,
MVD,PCK1,gene_family,
MVD,PCK2,gene_family,
MVD,BKGD,gene_family,
MVD,URAD,gene_family,
MVD,UROD,gene_family,
MVD,COQ4,gene_family,
MVD,CSAD,gene_family,
MVD,DDC,gene_family,
MVD,ECHDC1,gene_family,
PCK1,PCK2,gene_family,
PCK1,BKGD,gene_family,
PCK1,URAD,gene_family,
PCK1,UROD,gene_family,
PCK1,COQ4,gene_family,
PCK1,CSAD,gene_family,
PCK1,DDC,gene_family,
PCK1,ECHDC1,gene_family,
PCK2,BKGD,gene_family,
PCK2,URAD,gene_family,
PCK2,UROD,gene_family,
PCK2,COQ4,gene_family,
PCK2,CSAD,gene_family,
PCK2,DDC,gene_family,
PCK2,ECHDC1,gene_family,
BKGD,URAD,gene_family,
BKGD,UROD,gene_family,
BKGD,COQ4,gene_family,
BKGD,CSAD,gene_family,
BKGD,DDC,gene_family,
BKGD,ECHDC1,gene_family,
URAD,UROD,gene_family,
URAD,COQ4,gene_family,
URAD,CSAD,gene_family,
URAD,DDC,gene_family,
URAD,ECHDC1,gene_family,
UROD,COQ4,gene_family,
UROD,CSAD,gene_family,
UROD,DDC,gene_family,
UROD,ECHDC1,gene_family,
COQ4,CSAD,gene_family,
COQ4,DDC,gene_family,
COQ4,ECHDC1,gene_family,
CSAD,DDC,gene_family,
CSAD,ECHDC1,gene_family,
DDC,ECHDC1,gene_family,
OAZ1,OAZ2,gene_family,
OAZ1,OAZ3,gene_family,
OAZ2,OAZ3,gene_family,
CITED1,CITED2,gene_family,
CITED1,CITED4,gene_family,
CITED2,CITED4,gene_family,
DKK1,DKK2,gene_family,
DKK1,DKK3,gene_family,
DKK1,DKK4,gene_family,
DKK1,DKKL1,gene_family,
DKK2,DKK3,gene_family,
DKK2,DKK4,gene_family,
DKK2,DKKL1,gene_family,
DKK3,DKK4,gene_family,
DKK3,DKKL1,gene_family,
DKK4,DKKL1,gene_family,
SGO1,SGO2,gene_family,
CYLC1,CYLC2,gene_family,
NAB1,NAB2,gene_family,
GCM1,GCM2,gene_family,
DMRT1,DMRT2,gene_family,
DMRT1,DMRT3,gene_family,
DMRT1,DMRTA1,gene_family,
DMRT1,DMRTA2,gene_family,
DMRT1,DMRTB1,gene_family,
DMRT1,DMRTC2,gene_family,
DMRT2,DMRT3,gene_family,
DMRT2,DMRTA1,gene_family,
DMRT2,DMRTA2,gene_family,
DMRT2,DMRTB1,gene_family,
DMRT2,DMRTC2,gene_family,
DMRT3,DMRTA1,gene_family,
DMRT3,DMRTA2,gene_family,
DMRT3,DMRTB1,gene_family,
DMRT3,DMRTC2,gene_family,
DMRTA1,DMRTA2,gene_family,
DMRTA1,DMRTB1,gene_family,
DMRTA1,DMRTC2,gene_family,
DMRTA2,DMRTB1,gene_family,
DMRTA2,DMRTC2,gene_family,
DMRTB1,DMRTC2,gene_family,
GRHL1,GRHL2,gene_family,
GRHL1,GRHL3,gene_family,
GRHL2,GRHL3,gene_family,
TFCP2,TFCP2L1,gene_family,
TFCP2,UBP1,gene_family,
TFCP2L1,UBP1,gene_family,
ATF1,CREB1,gene_family,
ATF1,CREM,gene_family,
CREB1,CREM,gene_family,
RIPPLY1,RIPPLY2,gene_family,
RIPPLY1,RIPPLY3,gene_family,
RIPPLY2,RIPPLY3,gene_family,
NFE2,NFE2L1,gene_family,
NFE2,NFE2L3,gene_family,
NFE2L1,NFE2L3,gene_family,
HAP1,KIAA0753,gene_family,
HAP1,KIZ,gene_family,
HAP1,OFD1,gene_family,
HAP1,PCM1,gene_family,
HAP1,PCNT,gene_family,
HAP1,PIBF1,gene_family,
HAP1,BICD2,gene_family,
HAP1,CCDC13,gene_family,
HAP1,CCDC14,gene_family,
HAP1,CCDC18,gene_family,
HAP1,CCDC57,gene_family,
HAP1,CCDC66,gene_family,
HAP1,CCDC77,gene_family,
HAP1,CCDC92,gene_family,
HAP1,CCDC112,gene_family,
HAP1,CCDC138,gene_family,
HAP1,SPAG5,gene_family,
HAP1,SPICE1,gene_family,
HAP1,SSX2IP,gene_family,
HAP1,TEX9,gene_family,
HAP1,TRAF3IP3,gene_family,
HAP1,CCP110,gene_family,
HAP1,CDK5RAP2,gene_family,
HAP1,CEP20,gene_family,
HAP1,CEP43,gene_family,
HAP1,CEP55,gene_family,
HAP1,CEP63,gene_family,
HAP1,CEP72,gene_family,
HAP1,CEP78,gene_family,
HAP1,CEP89,gene_family,
HAP1,CEP126,gene_family,
HAP1,CEP131,gene_family,
HAP1,CEP170,gene_family,
HAP1,CFAP263,gene_family,
HAP1,CSPP1,gene_family,
HAP1,CSTPP1,gene_family,
HAP1,DISC1,gene_family,
KIAA0753,KIZ,gene_family,
KIAA0753,OFD1,gene_family,
KIAA0753,PCM1,gene_family,
KIAA0753,PCNT,gene_family,
KIAA0753,PIBF1,gene_family,
KIAA0753,BICD2,gene_family,
KIAA0753,CCDC13,gene_family,
KIAA0753,CCDC14,gene_family,
KIAA0753,CCDC18,gene_family,
KIAA0753,CCDC57,gene_family,
KIAA0753,CCDC66,gene_family,
KIAA0753,CCDC77,gene_family,
KIAA0753,CCDC92,gene_family,
KIAA0753,CCDC112,gene_family,
KIAA0753,CCDC138,gene_family,
KIAA0753,SPAG5,gene_family,
KIAA0753,SPICE1,gene_family,
KIAA0753,SSX2IP,gene_family,
KIAA0753,TEX9,gene_family,
KIAA0753,TRAF3IP3,gene_family,
KIAA0753,CCP110,gene_family,
KIAA0753,CDK5RAP2,gene_family,
KIAA0753,CEP20,gene_family,
KIAA0753,CEP43,gene_family,
KIAA0753,CEP55,gene_family,
KIAA0753,CEP63,gene_family,
KIAA0753,CEP72,gene_family,
KIAA0753,CEP78,gene_family,
KIAA0753,CEP89,gene_family,
KIAA0753,CEP126,gene_family,
KIAA0753,CEP131,gene_family,
KIAA0753,CEP170,gene_family,
KIAA0753,CFAP263,gene_family,
KIAA0753,CSPP1,gene_family,
KIAA0753,CSTPP1,gene_family,
KIAA0753,DISC1,gene_family,
KIZ,OFD1,gene_family,
KIZ,PCM1,gene_family,
KIZ,PCNT,gene_family,
KIZ,PIBF1,gene_family,
KIZ,BICD2,gene_family,
KIZ,CCDC13,gene_family,
KIZ,CCDC14,gene_family,
KIZ,CCDC18,gene_family,
KIZ,CCDC57,gene_family,
KIZ,CCDC66,gene_family,
KIZ,CCDC77,gene_family,
KIZ,CCDC92,gene_family,
KIZ,CCDC112,gene_family,
KIZ,CCDC138,gene_family,
KIZ,SPAG5,gene_family,
KIZ,SPICE1,gene_family,
KIZ,SSX2IP,gene_family,
KIZ,TEX9,gene_family,
KIZ,TRAF3IP3,gene_family,
KIZ,CCP110,gene_family,
KIZ,CDK5RAP2,gene_family,
KIZ,CEP20,gene_family,
KIZ,CEP43,gene_family,
KIZ,CEP55,gene_family,
KIZ,CEP63,gene_family,
KIZ,CEP72,gene_family,
KIZ,CEP78,gene_family,
KIZ,CEP89,gene_family,
KIZ,CEP126,gene_family,
KIZ,CEP131,gene_family,
KIZ,CEP170,gene_family,
KIZ,CFAP263,gene_family,
KIZ,CSPP1,gene_family,
KIZ,CSTPP1,gene_family,
KIZ,DISC1,gene_family,
OFD1,PCM1,gene_family,
OFD1,PCNT,gene_family,
OFD1,PIBF1,gene_family,
OFD1,BICD2,gene_family,
OFD1,CCDC13,gene_family,
OFD1,CCDC14,gene_family,
OFD1,CCDC18,gene_family,
OFD1,CCDC57,gene_family,
OFD1,CCDC66,gene_family,
OFD1,CCDC77,gene_family,
OFD1,CCDC92,gene_family,
OFD1,CCDC112,gene_family,
OFD1,CCDC138,gene_family,
OFD1,SPAG5,gene_family,
OFD1,SPICE1,gene_family,
OFD1,SSX2IP,gene_family,
OFD1,TEX9,gene_family,
OFD1,TRAF3IP3,gene_family,
OFD1,CCP110,gene_family,
OFD1,CDK5RAP2,gene_family,
OFD1,CEP20,gene_family,
OFD1,CEP43,gene_family,
OFD1,CEP55,gene_family,
OFD1,CEP63,gene_family,
OFD1,CEP72,gene_family,
OFD1,CEP78,gene_family,
OFD1,CEP89,gene_family,
OFD1,CEP126,gene_family,
OFD1,CEP131,gene_family,
OFD1,CEP170,gene_family,
OFD1,CFAP263,gene_family,
OFD1,CSPP1,gene_family,
OFD1,CSTPP1,gene_family,
OFD1,DISC1,gene_family,
PCM1,PCNT,gene_family,
PCM1,PIBF1,gene_family,
PCM1,BICD2,gene_family,
PCM1,CCDC13,gene_family,
PCM1,CCDC14,gene_family,
PCM1,CCDC18,gene_family,
PCM1,CCDC57,gene_family,
PCM1,CCDC66,gene_family,
PCM1,CCDC77,gene_family,
PCM1,CCDC92,gene_family,
PCM1,CCDC112,gene_family,
PCM1,CCDC138,gene_family,
PCM1,SPAG5,gene_family,
PCM1,SPICE1,gene_family,
PCM1,SSX2IP,gene_family,
PCM1,TEX9,gene_family,
PCM1,TRAF3IP3,gene_family,
PCM1,CCP110,gene_family,
PCM1,CDK5RAP2,gene_family,
PCM1,CEP20,gene_family,
PCM1,CEP43,gene_family,
PCM1,CEP55,gene_family,
PCM1,CEP63,gene_family,
PCM1,CEP72,gene_family,
PCM1,CEP78,gene_family,
PCM1,CEP89,gene_family,
PCM1,CEP126,gene_family,
PCM1,CEP131,gene_family,
PCM1,CEP170,gene_family,
PCM1,CFAP263,gene_family,
PCM1,CSPP1,gene_family,
PCM1,CSTPP1,gene_family,
PCM1,DISC1,gene_family,
PCNT,PIBF1,gene_family,
PCNT,BICD2,gene_family,
PCNT,CCDC13,gene_family,
PCNT,CCDC14,gene_family,
PCNT,CCDC18,gene_family,
PCNT,CCDC57,gene_family,
PCNT,CCDC66,gene_family,
PCNT,CCDC77,gene_family,
PCNT,CCDC92,gene_family,
PCNT,CCDC112,gene_family,
PCNT,CCDC138,gene_family,
PCNT,SPAG5,gene_family,
PCNT,SPICE1,gene_family,
PCNT,SSX2IP,gene_family,
PCNT,TEX9,gene_family,
PCNT,TRAF3IP3,gene_family,
PCNT,CCP110,gene_family,
PCNT,CDK5RAP2,gene_family,
PCNT,CEP20,gene_family,
PCNT,CEP43,gene_family,
PCNT,CEP55,gene_family,
PCNT,CEP63,gene_family,
PCNT,CEP72,gene_family,
PCNT,CEP78,gene_family,
PCNT,CEP89,gene_family,
PCNT,CEP126,gene_family,
PCNT,CEP131,gene_family,
PCNT,CEP170,gene_family,
PCNT,CFAP263,gene_family,
PCNT,CSPP1,gene_family,
PCNT,CSTPP1,gene_family,
PCNT,DISC1,gene_family,
PIBF1,BICD2,gene_family,
PIBF1,CCDC13,gene_family,
PIBF1,CCDC14,gene_family,
PIBF1,CCDC18,gene_family,
PIBF1,CCDC57,gene_family,
PIBF1,CCDC66,gene_family,
PIBF1,CCDC77,gene_family,
PIBF1,CCDC92,gene_family,
PIBF1,CCDC112,gene_family,
PIBF1,CCDC138,gene_family,
PIBF1,SPAG5,gene_family,
PIBF1,SPICE1,gene_family,
PIBF1,SSX2IP,gene_family,
PIBF1,TEX9,gene_family,
PIBF1,TRAF3IP3,gene_family,
PIBF1,CCP110,gene_family,
PIBF1,CDK5RAP2,gene_family,
PIBF1,CEP20,gene_family,
PIBF1,CEP43,gene_family,
PIBF1,CEP55,gene_family,
PIBF1,CEP63,gene_family,
PIBF1,CEP72,gene_family,
PIBF1,CEP78,gene_family,
PIBF1,CEP89,gene_family,
PIBF1,CEP126,gene_family,
PIBF1,CEP131,gene_family,
PIBF1,CEP170,gene_family,
PIBF1,CFAP263,gene_family,
PIBF1,CSPP1,gene_family,
PIBF1,CSTPP1,gene_family,
PIBF1,DISC1,gene_family,
BICD2,CCDC13,gene_family,
BICD2,CCDC14,gene_family,
BICD2,CCDC18,gene_family,
BICD2,CCDC57,gene_family,
BICD2,CCDC66,gene_family,
BICD2,CCDC77,gene_family,
BICD2,CCDC92,gene_family,
BICD2,CCDC112,gene_family,
BICD2,CCDC138,gene_family,
BICD2,SPAG5,gene_family,
BICD2,SPICE1,gene_family,
BICD2,SSX2IP,gene_family,
BICD2,TEX9,gene_family,
BICD2,TRAF3IP3,gene_family,
BICD2,CCP110,gene_family,
BICD2,CDK5RAP2,gene_family,
BICD2,CEP20,gene_family,
BICD2,CEP43,gene_family,
BICD2,CEP55,gene_family,
BICD2,CEP63,gene_family,
BICD2,CEP72,gene_family,
BICD2,CEP78,gene_family,
BICD2,CEP89,gene_family,
BICD2,CEP126,gene_family,
BICD2,CEP131,gene_family,
BICD2,CEP170,gene_family,
BICD2,CFAP263,gene_family,
BICD2,CSPP1,gene_family,
BICD2,CSTPP1,gene_family,
BICD2,DISC1,gene_family,
CCDC13,CCDC14,gene_family,
CCDC13,CCDC18,gene_family,
CCDC13,CCDC57,gene_family,
CCDC13,CCDC66,gene_family,
CCDC13,CCDC77,gene_family,
CCDC13,CCDC92,gene_family,
CCDC13,CCDC112,gene_family,
CCDC13,CCDC138,gene_family,
CCDC13,SPAG5,gene_family,
CCDC13,SPICE1,gene_family,
CCDC13,SSX2IP,gene_family,
CCDC13,TEX9,gene_family,
CCDC13,TRAF3IP3,gene_family,
CCDC13,CCP110,gene_family,
CCDC13,CDK5RAP2,gene_family,
CCDC13,CEP20,gene_family,
CCDC13,CEP43,gene_family,
CCDC13,CEP55,gene_family,
CCDC13,CEP63,gene_family,
CCDC13,CEP72,gene_family,
CCDC13,CEP78,gene_family,
CCDC13,CEP89,gene_family,
CCDC13,CEP126,gene_family,
CCDC13,CEP131,gene_family,
CCDC13,CEP170,gene_family,
CCDC13,CFAP263,gene_family,
CCDC13,CSPP1,gene_family,
CCDC13,CSTPP1,gene_family,
CCDC13,DISC1,gene_family,
CCDC14,CCDC18,gene_family,
CCDC14,CCDC57,gene_family,
CCDC14,CCDC66,gene_family,
CCDC14,CCDC77,gene_family,
CCDC14,CCDC92,gene_family,
CCDC14,CCDC112,gene_family,
CCDC14,CCDC138,gene_family,
CCDC14,SPAG5,gene_family,
CCDC14,SPICE1,gene_family,
CCDC14,SSX2IP,gene_family,
CCDC14,TEX9,gene_family,
CCDC14,TRAF3IP3,gene_family,
CCDC14,CCP110,gene_family,
CCDC14,CDK5RAP2,gene_family,
CCDC14,CEP20,gene_family,
CCDC14,CEP43,gene_family,
CCDC14,CEP55,gene_family,
CCDC14,CEP63,gene_family,
CCDC14,CEP72,gene_family,
CCDC14,CEP78,gene_family,
CCDC14,CEP89,gene_family,
CCDC14,CEP126,gene_family,
CCDC14,CEP131,gene_family,
CCDC14,CEP170,gene_family,
CCDC14,CFAP263,gene_family,
CCDC14,CSPP1,gene_family,
CCDC14,CSTPP1,gene_family,
CCDC14,DISC1,gene_family,
CCDC18,CCDC57,gene_family,
CCDC18,CCDC66,gene_family,
CCDC18,CCDC77,gene_family,
CCDC18,CCDC92,gene_family,
CCDC18,CCDC112,gene_family,
CCDC18,CCDC138,gene_family,
CCDC18,SPAG5,gene_family,
CCDC18,SPICE1,gene_family,
CCDC18,SSX2IP,gene_family,
CCDC18,TEX9,gene_family,
CCDC18,TRAF3IP3,gene_family,
CCDC18,CCP110,gene_family,
CCDC18,CDK5RAP2,gene_family,
CCDC18,CEP20,gene_family,
CCDC18,CEP43,gene_family,
CCDC18,CEP55,gene_family,
CCDC18,CEP63,gene_family,
CCDC18,CEP72,gene_family,
CCDC18,CEP78,gene_family,
CCDC18,CEP89,gene_family,
CCDC18,CEP126,gene_family,
CCDC18,CEP131,gene_family,
CCDC18,CEP170,gene_family,
CCDC18,CFAP263,gene_family,
CCDC18,CSPP1,gene_family,
CCDC18,CSTPP1,gene_family,
CCDC18,DISC1,gene_family,
CCDC57,CCDC66,gene_family,
CCDC57,CCDC77,gene_family,
CCDC57,CCDC92,gene_family,
CCDC57,CCDC112,gene_family,
CCDC57,CCDC138,gene_family,
CCDC57,SPAG5,gene_family,
CCDC57,SPICE1,gene_family,
CCDC57,SSX2IP,gene_family,
CCDC57,TEX9,gene_family,
CCDC57,TRAF3IP3,gene_family,
CCDC57,CCP110,gene_family,
CCDC57,CDK5RAP2,gene_family,
CCDC57,CEP20,gene_family,
CCDC57,CEP43,gene_family,
CCDC57,CEP55,gene_family,
CCDC57,CEP63,gene_family,
CCDC57,CEP72,gene_family,
CCDC57,CEP78,gene_family,
CCDC57,CEP89,gene_family,
CCDC57,CEP126,gene_family,
CCDC57,CEP131,gene_family,
CCDC57,CEP170,gene_family,
CCDC57,CFAP263,gene_family,
CCDC57,CSPP1,gene_family,
CCDC57,CSTPP1,gene_family,
CCDC57,DISC1,gene_family,
CCDC66,CCDC77,gene_family,
CCDC66,CCDC92,gene_family,
CCDC66,CCDC112,gene_family,
CCDC66,CCDC138,gene_family,
CCDC66,SPAG5,gene_family,
CCDC66,SPICE1,gene_family,
CCDC66,SSX2IP,gene_family,
CCDC66,TEX9,gene_family,
CCDC66,TRAF3IP3,gene_family,
CCDC66,CCP110,gene_family,
CCDC66,CDK5RAP2,gene_family,
CCDC66,CEP20,gene_family,
CCDC66,CEP43,gene_family,
CCDC66,CEP55,gene_family,
CCDC66,CEP63,gene_family,
CCDC66,CEP72,gene_family,
CCDC66,CEP78,gene_family,
CCDC66,CEP89,gene_family,
CCDC66,CEP126,gene_family,
CCDC66,CEP131,gene_family,
CCDC66,CEP170,gene_family,
CCDC66,CFAP263,gene_family,
CCDC66,CSPP1,gene_family,
CCDC66,CSTPP1,gene_family,
CCDC66,DISC1,gene_family,
CCDC77,CCDC92,gene_family,
CCDC77,CCDC112,gene_family,
CCDC77,CCDC138,gene_family,
CCDC77,SPAG5,gene_family,
CCDC77,SPICE1,gene_family,
CCDC77,SSX2IP,gene_family,
CCDC77,TEX9,gene_family,
CCDC77,TRAF3IP3,gene_family,
CCDC77,CCP110,gene_family,
CCDC77,CDK5RAP2,gene_family,
CCDC77,CEP20,gene_family,
CCDC77,CEP43,gene_family,
CCDC77,CEP55,gene_family,
CCDC77,CEP63,gene_family,
CCDC77,CEP72,gene_family,
